  -67.0000000000  176.0000000000   65.0000000000
  -42.0000000000  176.0000000000   65.0000000000
  -42.0000000000  176.0000000000   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

  -67.0000000000  176.0000000000   65.0000000000
  -54.5000000000  197.6506350946   65.0000000000
  -54.5000000000  197.6506350946   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

  -67.0000000000  176.0000000000   65.0000000000
  -79.5000000000  197.6506350946   65.0000000000
  -79.5000000000  197.6506350946   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

  -67.0000000000  176.0000000000   65.0000000000
  -92.0000000000  176.0000000000   65.0000000000
  -92.0000000000  176.0000000000   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

  -67.0000000000  176.0000000000   65.0000000000
  -79.5000000000  154.3493649054   65.0000000000
  -79.5000000000  154.3493649054   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

  -67.0000000000  176.0000000000   65.0000000000
  -54.5000000000  154.3493649054   65.0000000000
  -54.5000000000  154.3493649054   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

  -67.0000000000  176.0000000000   65.0000000000
  -42.0000000000  176.0000000000   65.0000000000
  -42.0000000000  176.0000000000   55.0000000000
  -67.0000000000  176.0000000000   55.0000000000

